constant_name,definition
Click to open in a new window or tab,Klikoni për të hapur në dritare ose skedë të re
Click to Re-Send this fax,Klikoni për të Ridërguar këtë faks
Click to reveal more information,Klikoni për të zbuluar më shumë informacion
Click to review the Directory of Service for this test,Klikoni për të rishikuar Direktorinë e Shërbimit për këtë test
Click to search past and current diagnoses history,Klikoni për të kërkuar historikun e diagnozave të kaluara dhe aktuale
Click to see more information,Klikoni për të parë më shumë informacion
Click to select a default diagnosis or procedure code for this order,Klikoni për të zgjedhur një kod të parazgjedhur diagnoze ose procedure për këtë porosi
Click to select diagnosis or procedure code to default to order,Klikoni për të zgjedhur kodin e diagnozës ose procedurës si parazgjedhje për porosinë
Click to select group,Klikoni për të zgjedhur grupin
Click to select RXCUI code,Klikoni për të zgjedhur kodin RXCUI
Click to select services to perform if this result is abnormal.,Klikoni për të zgjedhur shërbimet për t'u kryer nëse ky rezultat është jonormal.
"Click to select services to perform if this result is abnormal. This is optional",Klikoni për të zgjedhur shërbimet për t'u kryer nëse ky rezultat është jonormal. Kjo është opsionale
Click to Show,Klikoni për të Shfaqur
Click to show advanced search,Klikoni për të shfaqur kërkimin e avancuar
Click to Show Filters,Klikoni për të Shfaqur Filtrat
Click to show messages for all users,Klikoni për të shfaqur mesazhet për të gjithë përdoruesit
Click to show messages for only the current user,Klikoni për të shfaqur mesazhet vetëm për përdoruesin aktual
Click to show search,Klikoni për të shfaqur kërkimin
