constant_name,definition
"If you have chosen to upload electronic remittances, then the search window redisplays itself with the matching invoices from the X12 file. You may click on any of these invoice numbers (as described above) if you wish to make any corrections before the remittance information is applied. To apply the changes, click the 'Process ERA File' button at the bottom of the page. This will produce a new window with a detailed report.","Nëse keni zgjedhur të ngarkoni dërgesa elektronike, atëherë dritarja e kërkimit rishfaqet me faturat përputhëse nga skedari X12. Mund të klikoni mbi cilindo nga këta numra faturash (siç përshkruhet më lart) nëse dëshironi të bëni korrigjime para se informacioni i dërgesës të zbatohet. Për të zbatuar ndryshimet, klikoni butonin 'Përpuno Skedarin ERA' në fund të faqes. Kjo do të prodhojë një dritare të re me një raport të detajuar."
"If you have enabled the TOTP method the next time you login you will be asked to enter the TOTP password","Nëse keni aktivizuar metodën TOTP herën tjetër që hyni do t'ju kërkohet të futni fjalëkalimin TOTP"
"If you have entered a Pay Date in the search page, this will override the posting date of payments and adjustments that are otherwise taken from the X12 file.  This may be useful for reporting purposes, if you want your receipts reporting to use your posting date rather than the insurance company's processing date.  Note that this will also affect dates of prior payments and adjustments that are put into secondary claims.","Nëse keni futur një Datë Pagese në faqen e kërkimit, kjo do të mbishkruajë datën e postimit të pagesave dhe rregullimeve që përndryshe merren nga skedari X12. Kjo mund të jetë e dobishme për qëllime raportimi, nëse doni që raportimi i faturave tuaja të përdorë datën tuaj të postimit në vend të datës së përpunimit të kompanisë së sigurimeve. Vini re se kjo do të ndikojë gjithashtu datat e pagesave dhe rregullimeve të mëparshme që futen në pretendimet dytësore."
"If you have entered a Pay Date in the search page, this will override the posting date of payments and adjustments that are otherwise taken from the X12 file. This may be useful for reporting purposes, if you want your receipts reporting to use your posting date rather than the insurance company's processing date. Note that this will also affect dates of prior payments and adjustments that are put into secondary claims.","Nëse keni futur një Datë Pagese në faqen e kërkimit, kjo do të mbishkruajë datën e postimit të pagesave dhe rregullimeve që përndryshe merren nga skedari X12. Kjo mund të jetë e dobishme për qëllime raportimi, nëse doni që raportimi i faturave tuaja të përdorë datën tuaj të postimit në vend të datës së përpunimit të kompanisë së sigurimeve. Vini re se kjo do të ndikojë gjithashtu datat e pagesave dhe rregullimeve të mëparshme që futen në pretendimet dytësore."
"If you have followed all the above steps correctly you should see Serum Uric Acid under Name, it will be preceded by a vertical bar indicating the absence of descendants or children to this entry","Nëse keni ndjekur të gjitha hapat e mësipërme saktë, duhet të shihni Acidin Urik të Serumit nën Emri, do të paraprihet nga një vijë vertikale që tregon mungesën e pasardhësve ose fëmijëve për këtë hyrje"
"If you have followed the above steps correctly the Serum Uric Acid Test should now have a + sign preceding the Name indicating the presence of successors or children","Nëse keni ndjekur hapat e mësipërme saktë, Testi i Acidit Urik të Serumit tani duhet të ketë një shenjë + para Emrit që tregon praninë e pasardhësve ose fëmijëve"
"If you have lost your Smartphone those with administrator privileges can delete the keys by going to Administration > Users and checking the Clear 2FA checkbox and clicking Save","Nëse keni humbur Smartphone-in tuaj, ata me privilegje administratori mund të fshijnë çelësat duke shkuar te Administrimi > Përdoruesit dhe duke zgjedhur kutinë e kontrollit Pastro 2FA dhe duke klikuar Ruaj"
"If you have NewCrop eRx module enabled then the allergies have to be entered on the NewCrop MedEntry page","Nëse keni modulin NewCrop eRx të aktivizuar, atëherë alergjitë duhet të futen në faqen NewCrop MedEntry"
"If you have not already done some pre-configuration, including adding providers, do so by going to Procedures > Providers","Nëse nuk keni bërë ende disa parakonfigurime, përfshirë shtimin e ofruesve, bëjeni duke shkuar te Procedurat > Ofruesit"
"If you have the need to order individual components of the panel you will have to create a separate Procedure Order for each individual component of the panel and store the returned result under a Discrete Result created in a fashion similar to that used earlier to create an order for Serum Uric Acid","Nëse keni nevojë të porositni komponentë individualë të panelit, do t'ju duhet të krijoni një Porosi Procedure të veçantë për çdo komponent individual të panelit dhe të ruani rezultatin e kthyer nën një Rezultat Diskret të krijuar në mënyrë të ngjashme me atë të përdorur më parë për të krijuar një porosi për Acidin Urik të Serumit"
"If you hit the refresh button without setting any filters then all dated reminders for the user will appear below","Nëse shtypni butonin e rifreskimit pa vendosur asnjë filtër, atëherë të gjitha përkujtesat me datë për përdoruesin do të shfaqen më poshtë"
"If you leave it at the default of 0 then the top level entries that you make will be sorted alphabetically","Nëse e lini në parazgjedhjen 0, atëherë hyrjet e nivelit të lartë që bëni do të renditen alfabetikisht"
"If you made changes and want to re-send it, delete the original (in Communications) and try again.","Nëse keni bërë ndryshime dhe doni ta ridërgoni, fshini origjinalin (te Komunikimet) dhe provoni përsëri."
"If you made changes and want to re-send it, delete the original (in Communications) or wait 60 seconds, and try again.","Nëse keni bërë ndryshime dhe doni ta ridërgoni, fshini origjinalin (te Komunikimet) ose prisni 60 sekonda, dhe provoni përsëri."
"If you need to manually enter the returned result each test (Custom Favorite Item) should have a Discrete Result as a direct descendant","Nëse duhet të futni manualisht rezultatin e kthyer, çdo test (Artikull i Preferuar i Personalizuar) duhet të ketë një Rezultat Diskret si pasardhës direkt"
"If you see no entries in the Order From drop-down box it means that you have not set up a lab under Procedures > Providers","Nëse nuk shihni asnjë hyrje në kutinë rënëse Porosi Nga, do të thotë se nuk keni konfiguruar një laborator nën Procedurat > Ofruesit"
"If you want to change data types, or add rows or columns","Nëse doni të ndryshoni llojet e të dhënave, ose të shtoni rreshta ose kolona"
"If you want to upgrade the database, then place the database zip file in the following directory","Nëse doni të përditësoni bazën e të dhënave, vendosni skedarin zip të bazës së të dhënave në direktorinë e mëposhtme"
If your search was successful the search results will be displayed in the search results box below,Nëse kërkimi juaj ishte i suksesshëm rezultatet e kërkimit do të shfaqen në kutinë e rezultateve të kërkimit më poshtë
Igbo,Igbo
III{{patient suffix}},III{{prapashtesa e pacientit}}
IIS Code,Kodi IIS
II{{patient suffix}},II{{prapashtesa e pacientit}}
IM,IM
Image canvas,Hapësira e imazhit
Image Results,Rezultatet e Imazhit
Images,Imazhe
"Imaging Integration, and DICOM Diagnostic Imaging Reports - 2009","Integrimi i Imazheve, dhe Raportet e Imazheve Diagnostike DICOM - 2009"
Immune System,Sistemi Imunitar
Immunization Administered Site,Vendi i Administrimit të Imunizimit
Immunization Completion Status,Statusi i Përfundimit të Imunizimit
Immunization Information Source,Burimi i Informacionit të Imunizimit
Immunization Lot Number,Numri i Lotit të Imunizimit
Immunization Observation Criteria,Kriteret e Vëzhgimit të Imunizimit
Immunization Observation Results,Rezultatet e Vëzhgimit të Imunizimit
Immunization Ordering Provider,Ofruesi Porositës i Imunizimit
Immunization Refusal Reason,Arsyeja e Refuzimit të Imunizimit
Immunization Registry Status,Statusi i Regjistrit të Imunizimit
Immunization Registry Status Effective Date,Data Efektive e Statusit të Regjistrit të Imunizimit
Immunization Vaccine Eligibility Results,Rezultatet e Përshtatshmërisë së Vaksinës së Imunizimit
"Immunizations - lists immunization history and allows for adding new entries or editing existing ones","Imunizime - liston historinë e imunizimit dhe lejon shtimin e hyrjeve të reja ose ndryshimin e atyre ekzistuese"
Immuno{{immunologic}},Imuno{{imunologjik}}
IMMUNO{{Immunology/Rheumatology}},IMUNO{{Imunologji/Reumatologji}}
Imp,Përshtypje
Imp Plan,Plani i Përshtypjes
Import CCDA,Importo CCDA
Import CCR,Importo CCR
Import certificate to the browser.,Importo certifikatën në shfletues.
Import Configuration,Importo Konfigurimin
Import deferred for time-to-live,Importimi i shtyrë për kohën-e-jetëgjatësisë
Import Formularies,Importo Formularët
Import holiday events,Importo ngjarjet e festave
Import Holidays,Importo Festat
Import Patient Demographics,Importo Demografinë e Pacientit
Import Patient Demographics XML,Importo XML-në e Demografisë së Pacientit
Import Pharmacies,Importo Farmacitë
Import Pharmacies Script,Skripti i Importimit të Farmacive
Important - the Identifying Code for Custom Favorite Group is always user defined,E rëndësishme - Kodi Identifikues për Grupin e Preferuar të Personalizuar është gjithmonë i përcaktuar nga përdoruesi
"IMPORTANT: The NPI number also exists in the Address Book entry for the provider, take care to enter the correct NPI number","E RËNDËSISHME: Numri NPI ekziston gjithashtu në hyrjen e Librit të Adresave për ofruesin, kini kujdes të futni numrin e saktë NPI"
"IMPORTANT: This upload tool is only for uploading documents on patients that are not yet entered into the system. To upload files for patients whom already have been entered into the system, please use the upload tool linked within the Patient Summary screen.","E RËNDËSISHME: Ky mjet ngarkimi është vetëm për ngarkimin e dokumenteve për pacientët që nuk janë futur ende në sistem. Për të ngarkuar skedarë për pacientët që tashmë janë futur në sistem, ju lutem përdorni mjetin e ngarkimit të lidhur brenda ekranit të Përmbledhjes së Pacientit."
Imported Medications,Medikamente të Importuara
Imported Problems,Probleme të Importuara
"Importing the entire CPT code set after you license it from the American Medical Association would get you all the relevant CPT codes in one fell swoop","Importimi i të gjithë grupit të kodeve CPT pasi ta licenconi nga Shoqata Mjekësore Amerikane do t'ju japë të gjitha kodet përkatëse CPT me një të rënë"
Impression/Plan,Përshtypja/Plani
Impression/Plan Builder,Ndërtuesi i Përshtypjes/Planit
